student_answer,score
a) Plastic type B stretched more than any of the other types of plastic in both of its trials. ^p b) One way the student could have improved their experimental results would be to have a third trial of all the practice to enhance precision and accuracy of results. Another way to improve thes results would be to average the figures from the trials.,2.0
"The information connects Paul with Mr. Leonard and shows how they are similar like the 'feelings of embarrassment'.It also makes him realize that he helped him excel at something out of his own time, which makes Paul want to help him read.",2.0
1. they could build up ane enzyme to help protect the cell2. they could get rid of material that is in the way3. they could create an easier passageway,0.0
white :: The doghouse will usually be cool inside even on sunny days because the light from the sun will reflect off of the dog house causing the light to not enter it and make the transformation into thermal ( heat ) energy.,1.5
"When Paul figures out that Mr. Leonard was a great athlete in high school and in college but did poorly academicly it encouraged him to try his best. Paul found out that Mr. Leonard was one of the best hurdlers, but when he lost his scholarship because he couldn't read no other school wanted him, even though he was one of the best. This showed Paul that even though you could be one of the best at a sport it doesn't matter if you don't have the grades.",2.0
"One tof many traits Rose has is selfishness. Rose knows deep down the troubles and problems she has, most people have also. But Rose makes it seem like she only cares about herself. For example, her sister told her she had a bad dream, and all Rose had to talk about was her essay.",0.0
"The way the article portrais invasive is bad. They think that new special is a bad thing but as the article says, "" it's not fair"", its passing judgment"".",0.0
"One additional piece of information that they did not add in the procedure was to determine the change in mass from before and after the experiment. Also, between steps 1 and 2, there needs to be a step to put the samples in the 4 seperate, but identical containers.",0.0
Pandas in China are similar to koalas in Australia in the fact that they are both specialists. Pandas and koalas have very specific habitats and life cycle. On the other hand a python is a generalist. The python has a wider range of habitat and a less specific lifestyle.,2.0
"Pandas in China are similar to koalas in Australia. They are both specialist species. They both eat plants. They are both different to pythons because pythons are generalist. ""A generalist is a raccon, pythons..' ""A specialist is China's panda or Australias koala.""",0.5
I  think paul knowing about Mr. leonard is a good thing it shuold make paul want to strive to trie harder so he doesnt end up in the same situation as Mr. Leonard.,1.0
Pandas and koalas are similar because they are both part of the specialist species and they both mostly eat one food source with pandas its bamboo and with koalas its eucalyptus leaves. They are both a total different species from pythons.,1.0
"The word ""invasive"" is important in the article because the whole article is dedicated in educating people of the dangers of introducing an invasive species. In the article it describes how the python became an invasive species and how it is affecting the community and the environment. Not to mention they talk about invasive species become so.",1.0
I would conclude that the plactic T2 to more strechy than T1. It could be improved quite a few way frist off it was never stated how much wight is being added or if it was the same each time or the fact that.,1.5
The author organizes the article by explaining all the big problems in space to all the small problems in space.,0.0
"This experiment didn't seem to work out very well. Judging by the data table, the experiment didn't seem to prove anything. There are no significant changes in the lengths of the plastics. The first three steps of the experiment are good, but rather than removing the weights, the student should just keep adding more and more weights until the plastic, finally stops. That would really show how much the plastic could stretch. Another way to improve the experiment is to conduct a third trial. An experiment is more, valid when there are more and more trials.",1.0
"In the passage, paragraph 19-21, I explains generalists and specialists. Generalists can live anywhere and adapt to any place. Humans are the biggest generalists for example, but pythons are in this category too. Specialists are the opposite. They cant survive in many places because they cant adapt. Koala bears eats eucalyptus leaves almost exclusively, and China's panda bear eats just only bamboo. They  need those in.",1.0
"A China's  panda eats nothing but bamboo, and a koala bear mostly eats eucalyptus leaves. When someone thinks of the contents and countries they think of that animal. Those animals are supposed to be in the places and the same goes to pythons. They are not supposed to be there so they shouldn't be introduced.",0.5
"The word invasive is significant in the rest of the article because it explains why animals like pythons and other reptiles are causing problems. An invasive species is an animal who is not native to an area so they are ""major threats to biodiversity"" according to some biologists. The word invasive explains why there is a debate between scientists and people like RobRow MacInnes.",1.5
"China's pandas and Australia's koala are similar because "" They eat one specific thing that is always supplied for them by nature so they can easily be affected by human in the general. A python will eat almost anything making it a generalist. Generalists can adapt to humans and there ( are more successful .",1.0
"You would need to know how much vinegar to use, what size the containers should be and how many trials to conduct to replicate the experiment.",2.0
"The significance of the word ""invasive"" is dangerous. In the article it says "" that invasive species, unchecked by natural predators are major threats to biodiversity.",1.0
The additional information that would be needed in order to replicate the experiment is the names of the different samples. The amount of vinegar that each container would need. And you would have to have labeled each container in order to know what samples where going into which container.,2.0
"You would need something that measures more then measure it after the time is up there different coloured cups, so its easy to tell the different between the three cups in the same temperature because the temperature can slow and speed up the process.",1.0
The significance of the word invasive throughout the story is that different species are booming and spreading in America. Invasive is the symbol of this article because through the short story the author talks about un-native species spreading around America.,1.0
To replicate this experiment some more information that could be used would be to say in the procedure what amount of vinegar to use for all 4 cups.This would make a huge impact on the experiment outcome .Also include the size of the containers to use and the unit to measure the mass of the samples. Say what sample to use in the experiment too.,3.0
Pandas in china are similar to koalas because they are both specialists and need certain things  to survive while pythons are generalist and need less specific things to survive. We live in an age that favors generalists rather than specialists. Pythons are different because of how they adopt.,1.5
"She is sincere, she tries to comfort her sister when she talks about missing her father. Rose tells Anna that her father went to work because he already had everything else he needed except money.",0.0
"in paragraph  24 Mr. Leonard ask paul what was his name, so paul though that the was rare. and also in paragraph 27 paul's coach told him to go to a track and field website. and he found about Mr. Leonard, Mr. Leonard was a good athlete before, but he and paul had something in commun he couldn't read, thats why when paul told him that he was going to a program where they were going to teach him how to read. he let him go because he wanted paul to be able to learn, so leater in life he could be someone important.",0.0
"The passage is sorted into four different sections. Each of the sections emphasize different, but equally important topics. Its begins with an attention grabber, and the the body is sorted into three paragraphs each one being supported with a lot of evidence. They conclude the paper strongly emphasizing the importance of 'space junk.'",1.5
light gray :: the doghouse should be light gray because it does not absorb to much heat or to little heat so the dog won't be to hot or to cold it will be just right,1.0
He (the narrator) finds out that Mr. Leonard was once a star athelete at his college but dropped out because of grades.,0.0
Pandas in China and koalas in Australia are similar because they are both specialists and cannot eat other foods besides what is found in their habitats whereas pythons are generalists and can adapt to different foods and environments. An environment change for a python isn't crucial to its health.,1.5
The effect that this background story has on paul is that those words reminded him of himself and 'The emotions in Mr. Leonard's words we all too fmiliar to me' He kne about the ' feelings of embarrassment' He felt obliged to help Mr. Leonard since he had helped paul excel in something.,1.0
"One Trait that would describe Rose would be helpful. Rose is help ful because she help around the house and help Paul finish college. In the text it says 'We have our part to do to help Paul finish college. Then he'll get a job, Anna, and he'll pay for you and me to go to college.'",2.0
The author organizes the article into groups.,0.5
"Based on the students data some of the plastic stretched, some stayed the same and one of them even got smaller. One way they could have improved there experiment is have the plastic all the same size. Another way they could improve this is by saying how much weight they put on and keep the weight the same for all.",2.0
Flagellum is a tail like structure that helps the cells move. Sprilla are tail like structures all over that help it move more quickly. Coci is a movement that the cell uses to move all around.,0.0
"Pandas from China & koalas from Australia are similar in that they are both specialists, eating exclusively one food. They are different from pythons because pythons are generalists who can live in more than one place because they eat more than 1 thing.",2.0
black ::  It would have more air in the doghouse allowi ng the dog to breath easier.,0.0
the mRNA would unzip then go through the ribisome after that it transport into tRNA,1.0
"The significance of the word "" invasive"" to the article is to state the dangerous threat species from another ecosystem have' on another; In the article, it is said that a python eat a aligator, this is considered ""invasive"" cause it has no real predator in it's new ecosystem and it can vasely increase in numbers.",1.0
gaudine audine and thauoine,0.0
"First you need to know how much vinegar they used in each samples cup. Secondly the amount of each substance should be the same. Next, what kind of container are they placing this substances up out with a lid or lid toowide?",3.0
"Based on the data table both trails were basically the same but they could have improve the experiment by using different weights so they could see the difference. Also, the shouldn't have add a clamp to the and of the plastic.",0.5
"The group's procedure is not very well done. In order to replicate their experiment the procedure would need more controlled variables. It says ""pour vinegar"" , there is no precise measurement this could lead to varied results. The procedure also lacks multiple trials. The experiment was only completed once. In order to be replicated multiple trials as well as controlled variables are needed.",1.0
"The word ""invasive"" is signicance because it helps explain what the animals are.",0.0
"dark gray ::  If Brandi and Jerry made a doghouse, the best color to paint it would be dark gray. Dark gray would be best because it absorbs heat so the dog won't be cold if it goes inside, but it isn't as dark as black so if the dog wants to be cooler, it can use the doghouse.",1.0
"The word invasive is significant to the article because is describes how the animals are starting to overflow. Als it states in paragraph5, ""but biologists see the trade in normal creatures. A trade in the rising number of invasive species such as the Burmese python which is breeding up a storm in the Everglades."" Since the animals are being taken at of the habitats they are now trying to put the number has in.",1.5
"The next step that is involved in protein synthesis would be after the mRNA leaves the nucleus the tRNA sends instructions to the ribosomes in order to create the protein. Which is where the DNA is then unzipped. The codons are then attached with the one strand of DNA. Once this has happend the amino acids then match up with their complementary bases to form the amino acid sequence, in order to form a protein.",1.0
The significance of the word invasive in this article is that the author is trying to say that pythons are bread over here and were introduced to the area and they adapted to the area.,1.0
"During the story. the reader gets background information about Mr. Leonard. This background information has an interesting effect on Paul because Paul is unsure why anyone that good would be unknown.  Paul assumes that Mr. Leonard would have told him about his time as a college freshman winnning the 400 meter hurdles at nationals, breaking the previous record, as stated in the text.  Then after learning the complete story for how Mr. Leonard went to college still unable to read and flunked out, loosing his scholarship. Paul then connects this information with how Mr. Leonard asked his name when he read his pass twice a week, every week, and concludes that he still is unable to read and Paul decides to start tutoring Mr. Leonard to teach hi to be able to read since Mr.Leonard had taught him to run and jump hurdles very well.",2.0
black :: black is a darker color so there forth it att racts heat which would cause th tempatuer to go up,1.0
"Conclusively  plastic type B tested to stretch the longest length compared to the other three samples. ^P 1. There is no control in the starting length of the plastics. Different sizes of samples can invalidate the experiments results. ^P 2. The amount of weight attached to the clump should be held constant. Plastic type B, which stretched the longest, could have had more weight on it than the others.",3.0
"The effect on paul it had, was a choice we didnt know Mr. Leonard had when he was in college.  After paul saw that he had been a track star in college, but also fluncked out because he couldnt read.       He want to make him proud so he started reading as much as he could, and did track and field for him as a sport at his school.  Mr. Leonard was embarresed about what he did in high school but Paul wasnt",0.0
black :: It will be warmer inside of the dog house.,1.0
One of these ways is by the cell membrane. This organelle moves and allowes acces for food for the cell . The other one is cloralplast. This is a jell like thing in side the cell and it moves material through out the cell after the substance moves through the cell membrane.,0.0
Rose wants to help the family but feels weighed down that there is too much pressure on her to do well and help Paul with college,1.0
The significance of the word invasive means that they aren't very harmless people say that they aren't harmless and them some people say that they are very dangarus to predators. After they eat anything in the land.,0.0
"Pandas in China and koalas in Australia are both specialists. A python is a generalist and can be harmful, while koalas and pandas eat plants and leaves. Pythons can be deadly to an environment, and they are already impeciling five endangered species in the Florida Keys.",1.0
Paul is confused and probably a little disappointed that Mr. Leonard didn't tell him about his college days. Paul also understands when Mr. Leonard tells him about his flunking out. He says how the emotions in Mr. Leonard's words were all too familiar to him.,1.5
translationreproductionreflection,0.0
tRNArRNAgRNA mRNA,0.0
interphaseprophasemetaphaseanaphase,0.0
"The author organizes the article in three sections.  The beginning is a introduction or attention grabber to get you ready to read the report/story.       Each section explains something to do with the title, 'Orbiting Junk': What is Space Junk; Crash Course; Little Bits, But a Big Deal.     I prefer this form of organization, as it is easier to read and understand.",2.0
"The author divides the article up into separate sections. Each section has a header indentifying it. For example, the headers 'What Is Space Junk?' and 'Little Bits, But a Big Deal' are used to tell the reader what the following paragraphs will entail. This organizes the article and makes it easy to read as well as easy to go back and find information.",2.0
white :: If the dog house is white then it will be coo ler in the dog house for the dog.,1.0
"One trait that Rose has in the story is that she works hard for the success of others, and does not think about the affects on her. When Rose is tired from working and helping her aunt, she must then do her homework. She does not have much time to do so, and is often too tired to even finish. This proves that she believes she can help make a difference for Paul, and that he will return the favor. Even though Rose is extremely busy helping her family put her brother through college, she surpresses her real feelings to her family because she must do her part. In the story Rose supports this claim by thinking. 'If she told the truth, she would hurt her aunt.' This is showing that she does not want to work and instead focus on school, but she knows what she must do, and is afraid of hurting her family. In the story, Rose is a hard worker, and respects other's feelings.",2.0
"She is very devoted to her school work, she won't give up. In the story when Rose is talking to Anna she talks about her essay, then when she talks to Aunt Kolab she talks about her topic for her essay.",0.0
One trait that can discribe Rose is she woulod like everything to be her way and if it does not go her way she does not wont to do it.'Ann is mom home yet .' 'Rose know i wish she would come home earlyer and not late all the time dad never did that and that would help me a lot if she came home earlyer.',0.0
dark gray ::  dark gray would heat up the air for a dog to a comfortanble temerature and not make it to hot like the black lid or make it to cold like the light lid,1.5
mRNA leads to tRNA and rRNA and then the final step which is either translocation or translation.,0.0
"The word invasive makes the animals seem like they are taking over the word. In the article, they talk about how , ""4.8 million household's now contain atleast one pet reptile"" But, as it shows on the map, it's only down south and a little but of the north-east area.",0.0
That you can do anything if you put your mind to it. And you dont have to be smart to do big things in life.,0.0
"The significance of the word ""invasive"" is to show that reptiles from out of the country, such as a crocidile, monitor lizard, and many pythons, are dangerous to us and are major threats to biodiversity. The article wants to tell reader that buying these wild animals is not good and is as if this in the article, invading many people's homes.",1.0
"light gray :: I chose light gray because that way the dogho use could stay cool and the dog wouldn't be too hot. Black was an average of 53, and Light gray was 45. So its a just right roof.",2.0
Pandas in China and koalas in Australia are similar because they both are very,1.0
"Out of all the four plastics, type B stretched the most. One way the student could have improved was to mention that there are four types of plastics rather than are in, step one. Another way the student could have improved was to make his/her data table more clear and accurate by adding a ""time attached"" column.",1.0
The mRNA goes to ribosomes that read it.Ribosomes send a message to tRNA.The tRNA take take a amino acid.Connecting them making a codon.,1.0
"Some additional information I would need would include what objects to determine the mass of. Also to replicate this procedure I would need to know how much vinegar to pour into each container, seeing as the group doesn't give an exact amount. I would also need to know how much distilled water to rinse each sample with. Finally their procedure doesn't tell exactly how to determine the mass.",1.5
Rose is just do down and depressed with her whole life. The way that she talks and the way that she tells t he events that are going on in the story.,0.0
defustion lets things in and out of the membrane. Osmois lets water in and out of the membrane.,0.5
"She grew up here and here mom and everybody else grew up in Cambodia. She has a dream that her brother is a heavy weight sinking  her down to the bottom of a body of water, and that gives her the oppurnity to see the situation through someone elses eyes.",0.0
"A. In conclusion, based on the student's data polymer plastic B stretch the most in both trials done & the least that stretch both trials was type A, leaving us to see B is the most stretchable from all for types. ^p B She could have included a time limit for the plastic to dangle freely. Second she could have made a graph to have it be more visual.",1.0
"Pandas are koalas are both specialists meaning they have very little range if food they eat. For instance, panda eat mainly bamboo and koalas eat mainly eucalyptus which native to their homeland of China and Australia respectively pythons are generalists meaning that they can adapt to most living conditions.This is the main focus of paragraph 19 through 21.",1.5
Protein synthesis and cell division.,0.0
A) A conclusion I can draw by looking at the student's data is that the type B plastic stretched the most after the two trials. ^P B) The two ways these student could have improved their was by added more trial. Also they should have established a starting length of the plastic.,3.0
One process cells use to control the movement of substances across the area is osmosis.  Osmosis is when a substance passes through water to move from a higher concentration gradient to a lower concentration gradient.  A second process used to help control the movement is diffusion.  Diffusion is the movement from a higher concentration gradient to a lower concentration gradient.  A third process to help control movement is facilitated diffusion where particles are used to help the movement from the high to low concentration gradients.,2.0
black ::  The dog house would be to hot since darker co lors absorb more energy.,1.0
Anna feels sorry for her dad cause her mom works way to much.,0.0
"Rose is a very understanding person. She understands that in order to live a life somewhere new, there will be changes that they all will have to make. She knows that they cannot all have everything they want, but in order to have somethings, they have to make some sacrifices.     While Rose is talking with Anna she explains to her that Their father getting a job in Los Angeles was something he had to do for their family. Although none of them like the fact their father is away so much, it is something they all have to learn to accept in order to have the life they want.",2.0
"The effect it had on paul was to want to help Mr. Leonard with his reading ability.'Soon I realized what I could do for him.'C'mon,Mr. Leonared,'I said, walking back toward school.'It's time to start your training.'",2.0
"Based on the student's results, polymer B was able to stretch the furthest length being 22mm in trial one and 23mm in trial two. ^p Two ways that the student could improve the experimental design is by specifying in the procedure the weight of each weight, and by performing an additional trial.",3.0
He organized the article by putting each topic into a different section of the article.,1.0
DiffusionOsmosisTransfusion,0.0
"Rose was nice to her sister at first, But then kinda got angry. In the story they were talking about their dad, and Rose made Anna mad.",0.0
"cell use of the process called photosynthesis. a process which the cell gets its food from.cells also use the process with the help of mitochondria, so they recieve energy.",0.0
In conclusion plastic type B is the most polymer for stretchability because in both trials it erected the most making it the most stretched out of the all other polymers.^p Two ways the student could have improved is by saying which plastics the students used for each so the people would know if the data is correct and by saying how much weight was used to stretch the plastic.,2.0
"The word ""invasive"" is inappropriate to use when describing reptiles, when based upon one's opinion, according to MaCinnes whom sells more lethal species. The word invasive is used to describe pests and depending solely upon opinion regarding reptiles, one may find the word rude.",0.5
"In order to replicate the experiment, i would need to know the brand of vinegar,",1.0
When the mRNA leaves the nucleus it leaves somthing behind causing the body to change and act different.Also when it leaves it can cause the body to catch a servere change and effect it.It will cause the body to take more harm than it can handle.Toltal harm to the body and the body has no chance at fighting it off.,0.0
It is referring to invasive reptiles.,0.0
Pandas and koalas are similar because they live in a hot enviorment. They both only eat one thing panda eats bambo and a koala eats eucalyptus. They are both different from pythons because you can use them as pets but a panda and a koala you can't because they are almost extinct.,0.5
"The first thing is that the students needed to specify their samples in the procedure instead of just being general saying samples. They also need to tell you to find & record the starting mass of each sample. You'd also need to know how much vinegar to pour into the contairs. Finally, they need to say at what temperature they should sit (room temp).",3.0
"a) Based on the results, plastie type A was the least flexible, while plastic type B was the most flexible. ^p b) 1) The student doesn't say where on the table to tape the tap edge of the sample. 2: The student uses samples with varying length, therefore making his results invalid.",3.0
The author oraganize the article by telling the importante part first and giving detials about the main part in the story.,0.5
"white :: I would paint the doghouse white because that color would keep the doghouse cool. In the experiment, the jar with the white lid was an average temperature of 42(DEG)C and the jar with the bl ack lid had an average temperature of 53(DEG)C.",2.0
"When Paul learns that Mr. Leonard was a track star in college that ran hurdles and broke records he was stunded.  Paul confronted Mr. Leonard with the printout of web page and said what happend?  Mr. Leonard responce was 'I was a good Athlete, but not a good student.  I relied on freinds to help me but it was too hard'.  So now Paul trys harder in school and on the track.",2.0
"Although they have different views on life, Rosa is able to relate with everyone by understanding the way they think.",0.0
cells occuring throughout in the cell memebrane,0.0
Pandas in China eat virtually nothing except bamboo. Koalas in Australia eat eucalyptus leaves almost exclusively. This makes both the panda and koala specialists. A python on the other hand is a generalist-meaning it doesn't need a specific source of food.,1.0
Invasive is way of a type of environment. Statement in use for differen animals in different environment.,0.0
Flaglum-moves cellCillia- help cell stick to surfaces,0.0
"Pandas and Koalas are both specialist. A panda which eats almost nothing but bamboo has to stay in its own habitat. Much like the Koala ""which eats eucalyptus leaves almost exclusively."" These two animals are different from pythons because pythons are generalists. They can live in multiple habitat around the world not just one.",1.0
a) According to my results plastic type B had the greatest amount stretched with 22mm in trial one and in trial 2 with 23mm. I would rely on plastic type B to hold my things. ^p B) 1-st way the student's could have made theire results validity better one instead of putting plastic type A B C D they should have labeled them by what plastic they were. 2-nd the students should have seen how far the plastic could stretch before breaking.,1.0
"Paul realizes that Mr.  Leonard was a great athlete who couldn't make the grades to perform in college, and relates that to his personal situation. In the story, Paul showed Mr. Leonard a picture of him running in college, and tells Mr. Leonard that he knows he won the 400 meter hurdles at nationals.",2.0
1. the mrna arrive to where the sequence will be decoded. 2. the sequence will be decoded3. they will turn into amino acids sequence for protiens4. the amino acids will make protiens,0.5
"Pandas in China and koalas in Australia are similar because they both have limited diets, which makes them unable to live in a different territory because the food they eat is only found in their original habitat. They are different from pythons ""because pythons only require a warm environment, which can be provided for them in other places.",1.0
1.) osmosis- is the emovement of water throught the cell membrane2.) diffusion- is when more water ends up on one side of the cell membrane3.)osteoporosis,1.0
because its about space junk and how it could cause things to happen in our world..,0.0
"when paul finds out that MR, Leonard was once a track star he was shocked to find out why he stoped doin track . it was becuase he was a bad student and dosent want paul to be one so hes helping him out.",1.5
To replicate this experiment additional information you would need is a time chart to keep track of time.,0.0
Pandas in China are similar to koalas in Australia because they almost eat just one kind of food all the time. They are different to pythons because they don't migrate and they don't eat animals and pythons do.,0.5
dark gray ::  beause he well feel bad and dont like it and he wont sleep.,0.0
China's panda eats almost nothing but bamboo tha is why China's panda and Australia's koala are similar because Australia's koala they eat eucalyptus leaves almost exclusively. and China's panda and Australia's koalas are both different from pythons because pythons don't eat the same.,0.5
When her and her sister talk in the kitchen and get in a fight.,0.0
"PHOTOSYNTHESIS, ACTIVE TRANSPORT,",0.0
"Additional information that you would need to repeat this experiment would be one: how much vinegar is added to each separate container. Two, how much of each sample is added to each cup. Three, what you are measuring the weight in. Four, what temperature the samples be kept at for 24 hours.",2.0
Cells conrol movement by useing flagellen and enzymes to encounter the product of movement.,0.0
"Based on the student's data you can tell that on plastic type A and is continue to expand after they are streched a second time, while plastic type C and D do not. The student could have improved the experimental design by specifying how more weights they added to the plastic and adding a 3rd trial. Those 2 improvements would clear up everything in the experiment.",2.0
reproductionresprationnucleus,0.0
light gray :: i think it will affect it by the doghou se atrackting heat and if neede they could paint it another color when it gets colder of warmer,0.5
Paul has sympathy for Mr. Leonard because they both have problems with learning. They both have struggled with the obstacle of learning how to read. Paul reacts in a caring way when he finds out Mr. Leonard struggles with reading. Paul decides to take Mr. Leonard to the reading center to help him learn how to read. He does this because he is returning a favor. Mr. Leonard helped him come out of his shell with hurdling so it was only fitting that Paul would help him out with reading.,2.0
"The author organized this article with a attention getter, and than some starlting facts after the fact you have been pulled in. Than the author gives some really startling facts that are really interesting. The author informs you how far away the junk is and how fast it can come back to earth and do some serious damage.",0.5
"Pandas in China compare to koalas in Australia due to the fact they both exclusively eat one type of plant. While pandas live off of bamboo, koalas live off of eucalyptus leaves. However, both these animals differ from pythons because pythons eat anything and are a threat to society.",0.0
"The author first introduces the idea of space junk and the government's concern with it. He then writes of how the 'junk' gets into the atmosphere and who has caused this issue. He tells of the variety as well. Next, he points out the danger of dead satellite collisions ,and again specifies some of the reasons that such debri occur in space. He goes on to make sure that all realize that this is dangerous to themselves so that they do not blatantly disregard the article. He emphasizes the danger of small particles at high speeds to those on earth and those in space. He also writes of the increase in space junk that is occurring due to commercial space travel. He also reveals the hope that corporations and nations have to come up with viable solutions to space pollution. This organization is done to make sure to hold the interest of the reader until the end so that they will finish reading the article to educate themselves on the issue of space junk and how it pertains to them.",2.0
The lipid bylear acts as a wall to block out unwanted particles and if it wants something to leave or enter it will make things like pockets and allow the particles to enter the pocket and it will close itself and allow the particle to leave. The cell also uses osmosis to allow the water to go through the cell.,1.5
"A conclusion that can be drawn based on the students data is, plastic type B had the greatest amount of stretchability in (mm). In both trials the plastic stretched further than the other type. In trial 1 22mm, and trial 2 23mm. 3. The student could have made this lab more valid by adding the different types of plastics that were labeled A, B, C, and D and also the student could have set an exact length for each plastic so they all started at the same measurement.",2.0
"The significance of the word ""invasive"" to the rest of the article is, many of the snakes and species are spreading, so they're basically starting to invade. For example in the text it states, "" About a third of the continental United States is potential habitat"". Which means these animals are in large areas, and are spreading.",1.0
"white :: White might affect the inside of the dog hous e because, it went up only 20 degrees from the starting temperature. I th ink white is the best paint color to use because, it had the lowest tempe ratures and it doesnt absorb alot of energy.",2.0
"prophase,metaphase,anaphase and interphase",0.0
The Author organized t he aticle in different paragraphs that each hit a certion point.,0.5
Pandas in China are similar to koalas in Australia because the article states that ''China'' pandas which eats almost nothing but bamboo and koala bears which eats eucalyptus leaves exclusively. Therefor they only eat the vegetation things while pythons are meat eater for example a python swallowed the alligator.,1.0
white ::  i would make the dog house white because whit e dose not actracte alot of heat so the dog would not be so hot.&#916;,1.0
"Pandas and koalas are similar because they are both specialists. As the article said, they eat only one kind of food, and live in only one place. This makes them different from pythons, which have proven themselves to be generalists, which were, originally from Asia. However, once introduced here, they can survive and thrive in the southern U.S.",2.0
"The significance of the word ""invasive"" to the rest of  the article is to show one side of the a belief. While some believe pet reptiles are exciting, others believe reptiles such as snakes are becoming invasive in human habitat. Also, in paragraph 11, the article talks about the locating of pythons on roadways and under a tourists hood of his car. The author gives significance to the word ""invasive"" by talking about reptiles.",1.0
"After mRNA the protine begeins ti divide then it follows the DNA blueprint to construct a new protien, then the prosses repetes it self.",0.0
"white :: brandi and jerry would want to paint th e dog house light gray. painting the dog house light gray would be the b est paint to color the bog house because in the experiment they had foun d out that, painting the house black absorbs more heat energy, and pain ting it white will not absorb enoff energy, so in the middle will be the best for the dog. so not too much thermal energy, but some thermal energy being abosrbed is best.",2.0
cell wall--allows things to move in and out of the cellcell membrane--Protects the nucleusmotochondria--It duplicates,0.0
The author organizes the article by telling the reader about space and space junk. He also talks about the race to the moon against the soviet union. He also talks about the different missions that the United States use to reach outerspace.,0.0
"The panda and the koala are similar because they are both ""specialist"" animals. Because the panda only eats bamboo, and the koala only eats eucalyptus leaves, they can only survive in certain environments. In contract, the python is different because it is a generalist. This means that unlike the panda and koala, the python is capable of living in many environments.",1.0
"One process is the use of the flagellum. It is used like a whip to move things from one place to the other. Another process is the cell puts a protien in a bubble like structure to move it through the cytoplasm. Also, a cell uses a protien to move things around.",0.0
I think he organizes it by how he want to talk about it from subject to subject.,0.0
The panda and that koala are both specialists and that means they are very selective. For example the article talks about how panda in china only eat bambo and the Australian koala only eats eucalyptus,1.0
mRNA leaves the nucleusmRNA broken down into strandsmRNA decoded and recoded into amino acidsmRNA creates proteins,1.0
"When Paul found out background information about Mr. Leonard, he seemed very suprised. He had no idea that Mr. Leonard was a good athelete or that he had reading trouble before. When he found out about this information, he was very empethetic. He said 'It's time to start your training.' in support for him.",2.0
"dark gray :: Using the dark gray paint would be best becau se it was closest to the average temperature of all of the colors. The do ghouse temperature would be warm, which is good for the winter and most s easons.",1.0
"The procedure is lacking multiple aspects of a good procedure sheet first, it should include measurements. We need to know how muche vinegar to put with each sample, second, the procedure does not list what materials to put in the vinegar lastly the procedure does not list safely precautions such as wearing gaggles these are important while working with chemicals.",2.0
"Koalas and pandas are similar because they both only eat one type of food which is native to were they live, but pythons can adapt to different food sources making it easier for them to find food and survive.",2.0
A) Based upon the data plastic B was the most flexable while plastic A was the least flexable. ^p B) The students could improve the experiment in two ways 1. Add a constant amount of weight to each clamp for each experiment. 2. Create a constant starting length for each sample and measure for the increase in length.,3.0
"Invasive implies that the snakes aren't naturally meant to be there, and therefore must ""invade"" on the other animal's food sources.",1.0
black ::  it will keep it hot because black absorbes the suns rays faster then a lighter coller,1.0
"white ::  Choosing the lightest shade (white) is the be st colour to paint a dog house because in order to create an environment most comfortable for the dog year round, the dog house must be capable of staying cool all summer. Painting the hosue white will ensure that it st ays as cool as it can over summer, thus making it the most comfortable fo r the dog. The white house will remain coolest because as according to th e data collected, the average temperature will be aprox. 42(DEG) C, whil e for the other colours they reached much greater temperatures (45(DEG) LGray, 48(DEG) DGray, 53(DEG) Black). The white colour was 11(DEG) coo ler than the darkest colour (black), thus making it the best colour to pa int a dog house.",2.0
"According to the students data the conclusion that plastic. Type A stretched the most. The student could of improved the experiment by making sure that all the plastics were the same length. Another way he/she could of improved the experiment is by doing is third trial (T3), every experiment that is being investigated should have a third trail (T3) in order to get the correct results.",2.0
"In paragraph 5 the author mentions that certain animals are invasive species, meaning that they are  dangerous and probably should not be kept as pets. This goes against what the article was initially saying.",0.0
"The substance go through the membrane,",0.0
a) I can conclude from the results plastic type A stretched the most out of all the other plastic types. ^p b) They could of added more details to the procedure. For example to record all our data.,1.0
"In this experiment you would need to know the purpose of this experiment in order to replicate it. The students chart shows the before and after results and the procedure is good, however, it does not state what the purpose is here. I think the purpose is to test permeability at the samples. You would also need to know what samples you could use.",1.0
"Anaphase, Metaphase, Prophase, and Telophase.",0.0
"The background information on Mr. Leonard is impowering for Paul in specific ways. Paul had no idea about Mr. Leonard because a Track and Feild star, but he listened to him anyways, when the coach gave him the URL to look him up he was surpirsed. When he confronted Mr. Leonard about the whole thing he was surprised with his responce. He wondered what happened, why he hadn't done it since he won the 400 meter hurdles as a freshman. Paul could really relate his story to Mr. Leonard because he as well couldn't read. Unlike Mr. Leonard, he had the resources to help with his problem of not being able to read. When Mr. Leonard was done explaining his story he thought since he help him that he would help him learn how to read. The background information help him connect with Mr. Leonard on a whole new level.",2.0
"Cells move protien to every part of your body. There are millions of cells in your body, working to fight iff infection.Cells help keep you healthy.",0.0
white :: it will make it be cooler in the dog house,1.0
"Rose is a independent teenaged girl with alot on her plate. From school she goes straight to her job at a resturant to work a four-hour shift, then straight home to help her Aunt Kolab prepare a quick supper. After that it was time to do homework. She feels overlwhemlmed with the family's focus on her brother Paul. She don't want to wait on him to take care of her and their family, she wants to make moves on her own.",0.0
"The author organizes this article by title names for each topic in the article, to break down each topic so it is easier to read.",1.0
